0,0
4.85151e-46,0
1.9765e-45,0
4.37161e-45,0
7.32589e-45,0
1.02326e-44,0
1.22356e-44,0
1.22853e-44,0
9.24292e-45,0
2.03822e-45,0
-1.01222e-44,0
-2.75068e-44,0
-4.95899e-44,0
-7.47942e-44,0
-1.00287e-43,0
-1.21881e-43,0
-1.3411e-43,0
-1.30524e-43,0
-1.04276e-43,0
-4.90197e-44,0
3.98736e-44,0
1.63837e-43,0
3.19473e-43,0
4.96957e-43,0
6.78731e-43,0
8.3883e-43,0
9.43203e-43,0
9.51418e-43,0
8.20078e-43,0
5.0815e-43,0
-1.57902e-44,0
-7.6471e-43,0
-1.72332e-42,0
-2.83848e-42,0
-4.01119e-42,0
-5.09237e-42,0
-5.88415e-42,0
-6.14926e-42,0
-5.62994e-42,0
-4.07776e-42,0
-1.29408e-42,0
2.82055e-42,0
8.21183e-42,0
1.4618e-41,0
2.15255e-41,0
2.81435e-41,0
3.34102e-41,0
3.60391e-41,0
3.4618e-41,0
2.77633e-41,0
1.4329e-41,0
-6.33717e-42,0
-3.41135e-41,0
-6.78275e-41,0
-1.05026e-40,0
-1.41844e-40,0
-1.7302e-40,0
-1.92126e-40,0
-1.9203e-40,0
-1.65646e-40,0
-1.06936e-40,0
-1.2127e-41,0
1.18946e-40,0
2.81527e-40,0
4.64847e-40,0
6.51479e-40,0
8.17391e-40,0
9.32932e-40,0
9.64925e-40,0
8.79976e-40,0
6.48928e-40,0
2.52264e-40,0
-3.13996e-40,0
-1.03252e-39,0
-1.85986e-39,0
-2.72358e-39,0
-3.52239e-39,0
-4.13013e-39,0
-4.40443e-39,0
-4.20038e-39,0
-3.38885e-39,0
-1.87858e-39,0
3.59737e-40,0
3.27003e-39,0
6.69135e-39,0
1.03462e-38,0
1.38404e-38,0
1.66786e-38,0
1.82973e-38,0
1.8117e-38,0
1.56123e-38,0
1.03954e-38,0
2.30719e-39,0
-8.49502e-39,0
-2.14643e-38,0
-3.56202e-38,0
-4.95474e-38,0
-6.14499e-38,0
-6.92694e-38,0
-7.08698e-38,0
-6.42846e-38,0
-4.80108e-38,0
-2.13259e-38,0
1.54063e-38,0
6.04833e-38,0
1.10711e-37,0
1.61398e-37,0
2.06531e-37,0
2.39169e-37,0
2.5205e-37,0
2.38399e-37,0
1.92885e-37,0
1.12647e-37,0
-1.72799e-39,0
-1.45392e-37,0
-3.08753e-37,0
-4.77448e-37,0
-6.32886e-37,0
-7.53453e-37,0
-8.16366e-37,0
-8.00123e-37,0
-6.8739e-37,0
-4.68064e-37,0
-1.42197e-37,0
2.77627e-37,0
7.64855e-37,0
1.27887e-36,0
1.76659e-36,0
2.16582e-36,0
2.41061e-36,0
2.43804e-36,0
2.19637e-36,0
1.65345e-36,0
8.04815e-37,0
-3.19823e-37,0
-1.65272e-36,0
-3.08783e-36,0
-4.48501e-36,0
-5.67907e-36,0
-6.49359e-36,0
-6.7589e-36,0
-6.33289e-36,0
-5.12283e-36,0
-3.10585e-36,0
-3.45275e-37,0
2.99959e-36,0
6.673e-36,0
1.03331e-35,0
1.35744e-35,0
1.59611e-35,0
1.7071e-35,0
1.65451e-35,0
1.41396e-35,0
9.77378e-36,0
3.56884e-36,0
-4.13032e-36,0
-1.27539e-35,0
-2.15314e-35,0
-2.95425e-35,0
-3.57934e-35,0
-3.93143e-35,0
-3.92701e-35,0
-3.50745e-35,0
-2.64952e-35,0
-1.37363e-35,0
2.51442e-36,0
2.10842e-35,0
4.0368e-35,0
5.84358e-35,0
7.31937e-35,0
8.25856e-35,0
8.48219e-35,0
7.86117e-35,0
6.3375e-35,0
3.94066e-35,0
7.9685e-36,0
-2.871e-35,0
-6.75379e-35,0
-1.04776e-34,0
-1.36347e-34,0
-1.58229e-34,0
-1.66889e-34,0
-1.59719e-34,0
-1.35434e-34,0
-9.43752e-35,0
-3.86726e-35,0
2.77597e-35,0
9.94214e-35,0
1.69616e-34,0
2.31016e-34,0
2.76359e-34,0
2.99212e-34,0
2.94746e-34,0
2.60408e-34,0
1.96437e-34,0
1.0614e-34,0
-4.13732e-36,0
-1.25349e-34,0
-2.46421e-34,0
-3.55189e-34,0
-4.39556e-34,0
-4.88743e-34,0
-4.94528e-34,0
